id,nameEng,nameKor,price,aroma,taste,finish,type,capacity,alcohol,country,description
394,Aberlour 18yo,아벨라워 18년,250000,"['과일향', '와인향', '나무향']","['잔류액향', '과일향', '나무향']","['잔류액향', '나무향']",싱글몰트,500ml,43%,스코틀랜드,"아벨라워 위스키는 아메리칸 오크 배럴과 셰리 버트를 이용한 더블 캐스크 숙성으로 유명합니다. 12년, 14년, 16년, 아부나흐 등의 코어 레인지 중에서 최고 연수를 자 랑하는 '아벨라워 18년'은 퍼스트 필 엑스 버번 배럴과 올로로쏘 셰리 버트에서 최소 18년간 숙성하여 복잡한 풍성함과 섬세한 맛을 자랑합니다. '아벨라워 18년은 아벨라워 특유의 깊이와 스파이시함 에 풍부한 건포도 캐릭터를 추가한, 그리고 훨씬 숙성된 바디감이 추가된 제품입니다. 본디 프랑스 시장에서만 생산되다 그 인기가 폭증하면서 2008년 정식 릴리스 되 었습니다. 대표적인 아벨라워 위스키 라인업이지만 희귀 하여, 국내에서도 만나보기가 매우 어려운 위스키입니 다. 싱글몰트 스카치 위스키 '아벨라워 18년'은 화려한 금빛 이 감도는 적갈색입니다. 색깔만큼이나 풍부한 토피, 버 터스카치, 잘 익은 복숭아 그리고 비터 오렌지 향이 납니 다. 입안에서는 완벽한 구조감을 보여주며 우선 부드러 운 살구, 크림 노트로 시작하여 블랙 커런트 잼, 달콤한 오크, 꿀의 풍미로 전개됩니다. 마지막으로 '아벨라워 18 년'의 피니시는 크렘 브륄레, 섬세한 오크 향이 균형을 이 루며 오랜 여운을 남깁니다."
395,The Single Cask 2014 Dalmore 7yo Oloroso Quarter Cask,TSC 2014 달모어 7년 CS 올로로쏘 쿼터 캐스크,252000,"['과일향', '와인향', '곡물향']","['잔류액향', '나무향', '유황']","['과일향', '곡물향', '나무향']",싱글몰트,700ml,59.7%,스코틀랜드,"'TSC 2014 달모어 7년 CS 올로로쏘 쿼터 캐스크'는 달 모어 증류소에서 2014년에 증류한 원액을 올로로쏘 쿼 터 캐스크에서 피니시한 독립 병입 위스키입니다. 단 158병 한정 출시되었습니다. 싱글몰트 위스키의 대표 브랜드 중 하나인 달모어는, 특 유의 사슴 앰블럼이 인상적입니다. 과거 스코틀랜드의 왕을 구하고 하사받은 숫사슴 앰블럼과 함께, 170년이 넘는 시간동안 양조를 계속해온 곳입니다. 달모어는 오 크통을 신성시합니다. 그들의 셰리 캐스크는 100년 전, 셰리 하우스 곤잘레스 비야스'와 맺어진 긴밀한 협력 관 계로부터 만들어진 희귀 캐스크이죠. 약 50년간 함께한 마스터 디스틸러 Richard Paterson이 손으로 선별한 이 뛰어난 캐스크들은 풍부한 견과류의 풍미로 위스키에 초콜릿, 오렌지 등 달모어의 시그니처 노트를 부여합니 다."
396,The Glen Grant 18yo,더 글렌그란트 18년,254600,"['나무향', '유황', '꽃향기']","['과일향', '나무향']","['잔류액향', '과일향']",싱글몰트,700ml,43%,스코틀랜드,"'더 글렌그란트 18년은 글렌그란트 증류소 최고의 걸작 이라고 해도 과언이 아닐 정도로 훌륭한 퀄리티를 자랑 하고 있습니다. 마스터 블렌더에 의해 선별된 오크통에 서 최소 18년 이상 숙성된 글렌그란트 18년은 압도적인 퀄리티를 자랑하며 라이벌의 존재를 허락하지 않고 있습 니다. 밝은 황금색을 필두로 풍부하고도 활기찬 풍미와 함께 몰티한 카라멜과 바닐라, 건포도 향을 느낄 수 있습 니다. 위스키 평론가, 짐 머레이(Jim Murray)의 <위스키 바 이블>에서 2017, 2018년에 이어 2020년에도 유수의 스카치 위스키를 제치고 '최고의 스카치 위스키'로 뽑히 면서 글렌그란트 증류소 최고의 걸작으로 유명세를 떨치 고 있습니다. '더 글렌그란트 18년'의 화려한 풍미를 데 일리샷에서 만나보세요."
397,Firkin Islay,펄킨 아일라,255000,"['잔류액향', '나무향', '피트향']","['과일향', '와인향', '꽃향기', '피트향']","['잔류액향', '과일향', '나무향']",싱글몰트,700ml,48.9%,스코틀랜드,"'펄킨 아일라'는 전통적인 아일라 위스키를 새롭게 재해 석한 독립 병입 위스키입니다. 2010년에 증류한 쿨일라 증류소 원액을 이탈리아 마르살라 와인 캐스크에 숙성시 킨 후 논칠 필터에 내추럴 컬러로 완성했습니다. 피트 위스키가 머스캣 포도의 달콤함이 더해져 부드러운 맛을 자아냈죠. '펄킨 아일라'는 한 마디로 새로운 유형의 피트 위스키입 니다. 위스키 업계의 살아있는 전설, 마이크 콜링스의 세 월을 거스르는 작품을 만나보세요."
398,Firkin Rare,펄킨 레어,255000,"['과일향', '곡물향', '나무향']","['과일향', '유황']","['과일향', '곡물향']",싱글몰트,700ml,48.9%,스코틀랜드,"'펄킨 레어'는 쉽게 찾아볼 수 없는 증류소, 티니닉 증류 소에서 2009년에 증류한 원액으로 이루어진 독립 병입 위스키입니다. '펄킨 레어'는 특별한 숙성을 거칩니다. 첫 번째로는 펄킨 의 시그니처 캐스크인데요. 1st fill 아메리칸 버번 캐스 크와 새 프렌치 캐스크의 스테이브(Stave)를 스코틀랜 드에서 수작업으로 조립한 뒤 숙성시킵니다. 1st fill 아메리칸 버번 캐스크는 숯의 깊고 스모키한 향 과 함께 바닐라 향을 머금고 있으며, 새 프렌치 캐스크는 살짝 구운 숯의 향과 향긋한 모카커피 향이 느껴지는 것 이 특징입니다. 두 가지 향의 조화는 펄킨만의 오크 프로 파일로 독특한 풍미를 자아냅니다. 그런 다음, 토니 포트 캐스크에 추가 숙성하여 달콤한 과 일 풍미를 더하고 논 칠 필터에 내추럴 컬러로 완성했습 니다. 크리미하면서 자두와 포도의 풍미가 느껴지는 '펄 킨 레어'를 만나보세요."
399,Benromach 10yo Single Cask DalDal 02 Edition,벤로막 10년 싱글 캐스크 달달 02 에디션,255000,"['과일향', '피트향', '곡물향']","['과일향', '와인향', '피트향']","['유황', '피트향']",싱글몰트,700ml,58.7%,스코틀랜드,"소수에게 주어지는 특권과 소장 가치 위스키 애호가들의 천국, <달달 위스키>는 유명 싱글몰 트 위스키를 비롯하여 개성 있는 싱글 캐스크와 독립 병 입 위스키 전문점입니다. 이러한 <달달 위스키>에서 직 접 선택한 프라이빗 캐스크 에디션을 소개합니다. '벤로막 10년 싱글 캐스크 달달 02 에디션'은 2012년에 증류되어, 2023년 병입된 싱글 캐스크 제품입니다. 벤 로막 증류소는 주로 퍼스트 필 버번 배럴을 사용하지만, 이 제품은 퍼스트 필 셰리 혹스헤드에서 숙성한 것이 특 징입니다. 벤로막 고유의 은은한 스모키함과 피트는 그 대로 느껴지면서 오렌지 껍질의 시트러스함, 건포도를 럼에 절였을 때 느껴지는 달콤함도 함께 담아냈습니다. 벤로막이 선보이는 셰리 피트 위스키가 궁금하다면 경험 해볼만 합니다."
400,BB&R Single Cask 2009 Orkney Single Malt Scotch Whisky By The Malt Shop No.5,BB&R 싱글 캐스크 2009 오크니 싱글몰트 바이 더 몰트 No.5,256000,"['잔류액향', '과일향', '꽃향기', '피트향']","['잔류액향', '과일향', '꽃향기', '나무향']","['나무향', '꽃향기']",싱글몰트,700ml,62.1%,스코틀랜드,"전 세계 단 150병, 남다른 소장 가치를 지닌 빈티지 싱글몰트 위스키 국내 최초 싱글몰트 위스키 전문샵을 표방하는 <더 몰트 샵>에서 직접 선택한 프라이빗 캐스크 에디션을 소개합 니다. 'BB&R 싱글 캐스크 2009 오크니 싱글몰트 바이 더 몰 트샵 No.5'는 2009년에 증류되어, 2022년 병입된 싱 글 캐스크 제품입니다. 혹스헤드에서 숙성되었으며, 62.1% 도수에 색소를 첨가하지 않고 비냉각 여과 방식 으로 생산되었습니다. 시트러스하면서도 헤더 꿀과 같은 달달한 향과 맛을 잘 느낄 수 있으며, 은은한 스모키함과 플로럴함도 느낄 수 있습니다."
401,Aberlour A'bunadh Batch 70,아벨라워 아부나흐 배치 70,257000,['나무향'],"['과일향', '곡물향']","['과일향', '나무향']",싱글몰트,700ml,61.2%,스코틀랜드,"제주도 중문 면세점에서 저렴하게 구할 수 있다는 이유 로중문 면세점의 특산품이라고도 불리며, 그로 인해 '중 문나흐'라는 별명까지 얻게 된 아벨라워 증류소의 캐스 크 스트랭스(Cask Strength) 위스키 '아벨라워 아부나 흐'입니다. 아벨라워는 미식가의 나라, 프랑스에서 가장 사랑받는 싱글몰트 위스키 브랜드이자 국내 위스키 애호가들 사이 에서도 인지도가 높은 브랜드입니다. 아벨라워 증류소를 설립한   농부의 아들, 제임스 플레밍의 품질 좋은 곡 물을 거래했던 이력은 뛰어난 품질의 부티크 몰트 위스 키를 생산하는 아벨라워 브랜드의 원천이 되었죠. 특히 싱글몰트 위스키 증류소가 몰려 있는 을 관통하는 스페이강의 빠른 물살에 휩쓸려 목숨을 잃은 한 소년의 사고를 계기로 페니 브릿지를 건설하여 또다른 사고를 예방했다는 제임스 플레밍의 일화로부터 '말보다 행동으로 실천하라'는 아벨라워 증류소의 신념 에 진정성을 더해 최고의 부티크 싱글몰트 위스키 이미 지를 이어갈 수 있었습니다. 남다른 개성과 희소성을 겸 비한 싱글몰트 위스키 제품으로서 대량 생산 또는 효율 성에 타협하지 않고 진정성을 담은 제조 원칙만을 고수 함으로써 '부티크'라는 수식어에 걸맞은 퀄리티와 개성 이 돋보이는  의 클래식한 싱글몰트 위스키 입니다."
402,Balvenie 14yo Week of Peat,발베니 14년 위크 오브 피트,259000,"['잔류액향', '피트향', '꽃향기']","['잔류액향', '과일향', '피트향', '나무향']","['나무향', '피트향']",싱글몰트,700ml,48.3%,스코틀랜드,"발베니 장인들이 1년에 단 일주일, 증류소 재정비를 위해 문을 닫는 기간에 발휘한 도전정신으로 탄생시킨 발베니 의 스토리 컬렉션, '발베니 14년 위크 오브 피트'입니다. 이것을 기념하여 발베니 증류소는 매년 일주일 동안만 피트를 사용하여 위스키를 만들게 됩니다. 흔히 만날 수 있는 발베니 레인지가 아니라는 것. '더 발베니'는 글렌피딕을 만드는 윌리엄 그랜트 사(社) 에서 1892년에 글렌피딕을 이은 증류 공장으로, 보리 재배와 맥아 제조, 병에 원액을 주입하는 최종 단계까지 일관적으로 수제로 진행하는 것이 특징입니다. 전 공정 이 자동화 되어 있으며 증류기를 가열할 때 가스를 사용 하는 글렌피딕과는 달리, 발베니는 시작부터 끝까지 전 과정이 사람에 의해 진행되며 증류기 가열을 위해 증기 를 사용하는 것이 글렌피딕과 발베니의 가장 큰 차이점 입니다."
403,Lagg Batch 1,라그 배치 1,259000,"['과일향', '피트향']","['나무향', '와인향', '과일향']","['잔류액향', '과일향', '피트향']",싱글몰트,700ml,50%,스코틀랜드,
404,Lagg Batch 2,라그 배치 2,259000,"['잔류액향', '과일향']","['와인향', '피트향']","['나무향', '과일향', '와인향', '유황', '피트향']",싱글몰트,700ml,50%,스코틀랜드,
405,Lagg Batch 3,라그 배치 3,259000,"['나무향', '피트향', '과일향']",['과일향'],"['과일향', '유황', '나무향']",싱글몰트,700ml,50%,스코틀랜드,
406,Tomatin 18yo Glass Package,[글랜캐런 정품 2p] 토마틴 18년 전용잔 패키지,259000,"['과일향', '곡물향']","['잔류액향', '나무향', '과일향', '유황', '피트향']","['잔류액향', '나무향', '와인향', '유황']",싱글몰트,700ml,46%,스코틀랜드,"호화로운 맛의 향연 '토마틴 18년 '토마틴 18년'은 호화로운 맛의 향연이 펼쳐지는 셰리 위 스키라고 할 수 있습니다. 전통적인 오크 캐스크에서 숙 성한 원액을 스페인 올로로소 셰리 버트에서 마무리했기 때문인데요. 달콤하고 부드러우며 강렬하기에, 혹자는 눈을 감고 명상하며 위스키를 즐기라고 말합니다. '토마틴 18년'은 셰리 위스키답게 말린 과일 향이 가득하 고요. 정향, 계피의 향과 함께 바닐라와 꿀, 초콜릿, 오렌 지, 스모키한 풍미까지 복합적인 맛을 느끼실 수 있습니 다. 셰리 위스키를 사랑하는 여러분께 강력하게 추천하 는 '토마틴 18년'입니다."
407,Ardbeg Corryvreckan,아드벡 코리브라칸,260000,"['잔류액향', '과일향', '와인향', '피트향']","['나무향', '과일향']","['과일향', '와인향', '유황', '나무향']",싱글몰트,700ml,57.1%,스코틀랜드,"""아드벡의 이야기는 어떠한 역경 속에서도 살아남는 활 력이 넘치는 정신으로, 의심할 여지 없이 지구상에서 가 장 대단한 양조장 이야기 중 하나이다."" <위스키 바이블 >의 저자 짐 머레이가 아드벡을 두고 한 말입니다. 아드벡은 세상에 존재하는 수많은 위스키 가운데 가장 피트 향이 강하고 스모키한 싱글 몰트 위스키로서 '궁극 의 아일라 몰트 위스키'라는 자부심을 지니고 있습니다. 아일라 몰트 위스키 중 피트향과 스모크향이 가장 강하 고 복잡성이 가장 두드러지는 위스키라는 평가를 받고 있습니다. 강렬한 스모크 향에도 불구하고 매력적이고 달콤한 풍미가 돋보이는 위스키로 유명하며, '피트 향의 역설(The Peaty Paradox)'이라는 애칭이 붙었습니다. '아드벡 코리브라칸'은 2017년 월드 위스키 어워드 (World Whiskies Awards)에서 '신선한 바닷바람의 아로마와 강렬한 알콜의 풍미가 일품'이라는 평을 받으 며 최우수 아일라 싱글몰트 위스키로 선정될 정도로 그 품질을 인정받았습니다. '코리브라칸'은 아일레이 해변 의 위험한 소용돌이 이름으로, '아드벡 코리브라칸의 향 과 풍미를 처음 느끼는 순간 특유의 깊고 휘몰아 치는 힘 을 상징하고 있습니다."
408,Aberlour 16yo,아벨라워 16년,260000,"['과일향', '유황', '곡물향']","['과일향', '유황', '나무향']",['잔류액향'],싱글몰트,700ml,40%,스코틀랜드,"아벨라워는 미식가의 나라, 프랑스에서 가장 사랑받는 싱글몰트 위스키 브랜드이자 국내 위스키 애호가들 사이 에서도 인지도가 높은 브랜드입니다. 아벨라워 증류소를 설립한   농부의 아들, 제임스 플레밍의 품질 좋은 곡 물을 거래했던 이력은 뛰어난 품질의 부티크 몰트 위스 키를 생산하는 아벨라워 브랜드의 원천이 되었죠. 특히 싱글몰트 위스키 증류소가 몰려 있는 을 관통하는 스페이강의 빠른 물살에 휩쓸려 목숨을 잃 은 한 소년의 사고를 계기로 페니 브릿지를 건설하여 또 다른 사고를 예방했다는 제임스 플레밍의 일화로부터 '말보다 행동으로 실천하라'는 아벨라워 증류소의 신념 에 진정성을 더해 최고의 부티크 싱글몰트 위스키 이미 지를 이어갈 수 있었습니다."
409,Lagavulin 12yo SR 2021,라가불린 12년 SR 2021,260000,"['과일향', '와인향', '피트향']","['과일향', '피트향']","['유황', '피트향']",블렌디드,700ml,56.5%,스코틀랜드,"라가불린 증류소에서도 특별히 엄선한 캐스크의 원액으 로  된 '라가불린 12년 스페셜 릴리즈 2021'은 과연 어떤 특징이 있을까요? 지금부터 소개해드립니다. 라가불린 12년 스페셜 릴리즈 2021에서 먼저 느껴지는 향은 순하고 드라이합니다. 하지만 곧 깨끗하고 신선하 며 바다 내음이 나는 향으로 가득해집니다. 첫 향으로 바 다와 히말라야 소금이, 그 뒤로는 훈연된 정산소종(훈연 과정을 거친 홍차) 차의 향이 납니다. 다음에는 미네랄 소금과 가벼운 클렌징 크림의 향이 납니다. 이 향기들 사 이로 건조한 코코아 파우더와 말린 해초, 레몬 제스트의 비교적 드라이한 향이 숨겨져 있습니다. 라가불린의 달 콤하고 짭짤한 향에는 저 멀리 해안가의 모닥불에서 피 어오른 듯한 나무 연기가 배어있습니다. 질감은 매우 부 드럽고 오일리하며 매력적입니다. 첫맛은 달콤하지만 한 모금 한 모금 마실 때마다 점점 강한 레몬의 상큼함이 바 다 소금과 숯 향과 함께 치고 올라옵니다. 전체적으로 짭 짤하지만, 물을 한 방울 추가하면 둥글고 부드러워지며 달콤해집니다. 마지막으로 길고 장대한 스모크의 파도와 함께 고춧가루의 온기가 강렬합니다. 물을 조금 넣어주 면 훨씬 부드러워집니다."
410,Highland Park Cask Strength Release No.2,하이랜드 파크 CS 릴리즈 No.2,260000,"['과일향', '곡물향', '피트향', '나무향']","['나무향', '피트향']","['잔류액향', '유황']",싱글몰트,700ml,63.9%,스코틀랜드,"'하이랜드 파크 CS 릴리즈 No.2'는  하이랜드 파크 브랜 드의 싱글몰트 캐스크 스트렝스 시리즈의 두 번째 위스 키입니다. 유로피안 셰리 캐스크와 아메리칸 캐스크에서 숙성된 노 에에지드 스카치 위스키로, Ex 버번 캐스크도 소량 사용되었습니다."
411,Kilkerran 12yo,킬커란 12년(신형),260000,"['과일향', '피트향', '나무향']","['잔류액향', '과일향', '와인향', '나무향']","['과일향', '피트향']",싱글몰트,700ml,46%,스코틀랜드,"킬커란 싱글몰트 위스키는 스프링뱅크 증류소에서 생산 되는 모든 싱글몰트 위스키와 마찬가지로, 스프링뱅 크 증류소에서 전통적인 방식으로 직접 플로어 몰팅 한 몰트를 100% 사용하여 만들어집니다. '킬커란 12년'은 가볍게 피트 처리되었으며 (12~15ppm), 버번 캐스크에서 70%, 셰리 캐스크에 서 30% 숙성되어 완성됩니다. 몰트의 달콤한 향으로 시 작되어 뒤따라오는 레몬과 시리얼, 그리고 짭짤한 바다 내음으로 이어지고, 바닐라와 풀 향의 힌트도 느껴지는 데 전체적으로 산뜻하면서 드라이한 느낌의 향을 보여줍 니다. 입안에서 느껴지는 맛은 미디엄 바디의 드라이함 입니다. 레몬의 풍미가 흰 후추, 소금기와 함께 어우러지 고, 신선한 풀의 풍미에 이어지는 가벼운 스모키를 느낄 수 있습니다. 그리고 마지막으로 몰트의 달콤함과 후추 의 스파이시, 드라이한 피니시의 여운으로 마무리됩니 다. 달콤한 맛과 드라이한맛 사이의 절묘한 균형, 그리고 전 반적으로 느껴지는 복합성은 '킬커란 12년' 출시 이후 단 시간만에 전 세계 위스키 애호가들에게 극찬받는 이유입 니다."
412,Blair Athol 2009 13yo Doge Edition by 'Dal Dal',블레어 아솔 2009 13년 도지 에디션 by '달달',260000,"['과일향', '곡물향']","['과일향', '나무향']","['나무향', '피트향']",싱글몰트,700ml,55.5%,스코틀랜드,"블레어 아솔 200913년 도지 에디션 '블레어 아솔 2009 13년 도지 에디션 by '달달'은 블레 어 아솔 증류소에서 2009년 증류한 원액을 2022년 병 입한 제품입니다. New Wood 혹스헤드에서 숙성되었 으며, 55.5%의 높은 도수를 자랑합니다."
413,Glen Elgin 2013 8yo by 'Dal Dal',글렌 엘긴 2013 8년 by '달달',260000,"['과일향', '나무향']","['나무향', '곡물향']","['잔류액향', '나무향', '유황']",싱글몰트,700ml,60.2%,스코틀랜드,
414,Cadenhead's Glentauchers 14yo Original Collection,카덴헤드 글렌토커스 14년 오리지널 컬렉션,262000,"['과일향', '곡물향', '나무향']","['잔류액향', '나무향', '와인향']","['과일향', '유황']",싱글몰트,700ml,46%,스코틀랜드,
415,Glenfiddich 18yo,글렌피딕 18년,263000,"['꽃향기', '나무향', '과일향']","['과일향', '와인향', '나무향']",['과일향'],싱글몰트,700ml,40%,스코틀랜드,"글렌피딕은 맥캘란, 글렌리벳과 함께 세계적으로 유명한 싱글몰트 위스키 브랜드입니다. 과거 위스키 생산 방식 을 고수하고 있어, 전통적인 위스키를 맛볼 수 있는 브랜 드이기도 합니다. 글렌피딕 18년은 글렌피딕 12년과 많 은 부분이 겹치는, 글렌피딕 12년의 강화판이라고 생각 하시면 좋습니다. 다른 싱글몰트 위스키 18년에 비해 저 렴한 가격을 가지는 것도 특징입니다. 깊이가 있으면서 도 대중적인 글렌피딕 18년을 즐겨보세요."
416,The Single Cask 2008 Caol Ila 13yo CS Oloroso Quarter Cask,TSC 2008 쿨일라 13년 CS 올로로쏘 쿼터 캐스크,264000,"['과일향', '피트향', '곡물향', '나무향']","['과일향', '피트향', '곡물향', '나무향']","['잔류액향', '나무향', '피트향', '곡물향']",싱글몰트,700ml,55.9%,스코틀랜드,"'TSC 2008 쿨일라 13년 CS 올로로쏘 쿼터 캐스크'는 쿨일라 증류소에서 2008년에 증류한 원액을 1st Fill 올 로로소 쿼터 캐스크에서 피니시한 독립 병입 위스키입니 다. 단 175병 한정 출시되었습니다. 1846년에 설립된 쿨일라 증류소는 게일어로 '아일라 의 해협'이라는 뜻입니다.  에 위치한 증류소답 게 피트함과 짭짤한 아일라 위스키의 특징이 느껴지는 위스키를 생산하고 있습니다. 일반적으로 유명한 아일 라 위스키보다 피트한 느낌은 적지만, 균형 잡힌 맛과 향 으로 쿨일라만의 개성을 가지고 있습니다."
417,The Single Cask 2007 Miltonduff 14yo CS 1st Fill PX Hogshead,TSC 2007 밀튼더프 14년 CS 1st Fill PX 혹스헤드,264000,"['나무향', '곡물향', '과일향', '와인향', '피트향']","['과일향', '와인향', '곡물향', '나무향']","['과일향', '와인향', '곡물향', '나무향']",싱글몰트,700ml,59%,스코틀랜드,"'TSC 2007 밀튼더프 14년 CS'는 밀튼더프 증류소에서 2007년에 증류한 원액을 1st Fill PX 혹스헤드에서 피 니시한 독립 병입 위스키입니다. 단 269병 한정 출시되 었습니다. 발렌타인 위스키의 키몰트인 '밀튼더프'를 들어보셨나 요? 1824년에 설립된 밀튼더프 증류소는 대부분 블렌 디드 위스키의 원액으로 사용되고 있었습니다. 그래서 밀튼더프라는 이름을 달고 직접 병입하여 판매하는 오리 지날 보틀링은 매우 희귀했습니다. 최근 들어, 독립 병입 시장이 커지면서 밀튼더프는 서서히 그 위대한 자태를 뽐내기 시작했죠. 밀튼더프 증류소의 원액을 어떤 퍼포 먼스로 선보였을지 궁금하다면 'TSC 2007 밀튼더프 14년 CS'를 만나보세요."
418,Glenrothes 18 yo,글렌로스 18년,264200,"['과일향', '나무향']","['과일향', '나무향']","['잔류액향', '과일향', '유황']",싱글몰트,700ml,43%,스코틀랜드,"눈과 입 모두 황홀해지는 위스키 '글렌로스 18년은 셰리 오크통에서 숙성된 원액을 엄 선해서 만든 싱글몰트 위스키입니다. 일단 진한 황금빛 색상부터 눈에 띄는데요. 카라멜 색소를 첨가하지 않은 자연 그대로의 색상으로 맛보기 전부터 군침이 돕니다. 그 맛은 또 얼마나 대단할까요? 글렌로티스 10년, 12년 에 비해 퍼스트 필 셰리 숙성의 비중이 더욱 커진 '글렌로 티스 18년'은 더욱 더 풍부하고 강렬한 깊이를 자랑합니 다. 언제 삼켰는지도 모를 정도로 목넘김이 부드러운 이 위스키는 코끝을 자극하는 오렌지 오일과 바닐라 포드 드 등의 아로마로 시작해 감미로운 생강과 장미수 등이 어우러진 풍미로 혀를 감도는 내내 즐거움을 선사합니 다. '글렌로스 18년은 그 맛과 풍미를 전문가들에게도 인 정받아 '2020 얼티밋 스피릿 챌린지'에서 최고의 스페 이사이드 싱글몰트 스카치 위스키로 선정 되었으며, 당 해 'Top 100 스리핏'에서 98점이라는 높은 점수로 3위 를 차지하였습니다. 여러분도 '글렌로스 18년의 풍미 를 눈으로 한 번, 입으로 한 번 느껴보세요."
419,Michel Couvreur Unexpected N°2 CS,미쉘 쿠브어 언익스펙티드 NO.2 CS,265000,"['잔류액향', '과일향', '곡물향']","['나무향', '곡물향']","['과일향', '곡물향', '나무향']",싱글몰트,700ml,50%,프랑스,"Michel Couvreur Unexpected N°2 CS '미쉘 쿠브어 언익스펙티드 NO.2'는 미쉘 쿠브어에서 두 번째로 선보이는 프랑스산 싱글몰트 위스키입니다. 프랑 스에 위치한 증류소의 원액을 사입하고, 미쉘 쿠브어의 지하 셀러에서 10년 숙성을 거쳐 만들어집니다. 드라이 셀러의 PX 캐스크, 습식 셀러의 올로로쏘와 아몬틸라도 캐스크의 원액을 블렌딩했죠. 그런 다음 냉각 여과를 거 치지 않고, 물을 더하지 않은 순수한 CS로 완성합니다. 우아하고 섬세한 꽃향기와 아몬드, 시나몬, 건포도, 호두 의 아로마부터 설탕에 절인 과일, 커피, 모카 등 진득하 고 달콤한 풍미까지. 달콤한 셰리 위스키를 좋아하신다면 '미쉘 꾸브레 언익스펙티드 NO.2'도 마음에 드실 거예요."
420,Infrequent Flyers Linkwood 14yo By The Malt Shop No.13,인프리퀀트 플라이어스 링크우드 14년 바이 더 몰트샵 No.13,267000,"['과일향', '유황']","['과일향', '와인향', '피트향']","['잔류액향', '나무향']",싱글몰트,700ml,53.5%,스코틀랜드,"앨리스터 워커가 선보이는 링크우드, 더 몰트샵의 스토어픽 빌리 워커의 아들인 앨리스터 워커가 운영하고 있는 AWWC(Alistair Walker Whisky Company)의 제품. 국내 최초 싱글몰트 위스키 전문샵을 표방하는 <더 몰트 샵>의 스토어픽 제품을 소개합니다. '인프리퀀트 플라이어스 링크우드 14년 바이 더 몰트샵 No.13'은 2008년 증류했으며, 올로로쏘 셰리 혹스헤드 에서 숙성했습니다. 이 위스키는 싱글 캐스크 제품으로 단 322 병만 생산됐습니다."
421,Adelphi Selection Breath of Highlands 12yo,아델피 셀렉션 브레스 오브 하이랜드 12년,268000,[],"['과일향', '곡물향', '나무향']",['잔류액향'],싱글몰트,700ml,55.2%,스코틀랜드,"비밀스러운 맛의 탐험, 아델피 셀렉션 '아델피 셀렉션 브레스 오브   12'는 스코틀랜드 의 독립 병입사인 아델피가 선보이는 한정판 싱글몰트 위스키입니다. 이 위스키는 사용된 원액의 증류소 정보 를 비공개로 유지하고, 테이스팅 노트만을 공개하는 흥 미로운 제품입니다. 전 세계에서 단 2293병 한정 생산 되어 희소성도 가지죠. 아델피는 정교하고 수준 높은 캐스크 선정 기준을 준수 하며 높은 품질의 위스키를 출시합니다. 스코틀랜드 내 에서도 뛰어난 맛과 풍미를 지닌 독립 병입 위스키로 인 정받고 있는 아델피의 제품들은 섬세하고 풍부한 맛을 지녀 위스키 애호가들의 사랑을 받고 있습니다. 위스키를 잔에 따르면 다크 초콜릿의 풍미와 토피 사탕 의 달콤함이 미묘하게 어우러져 향의 깊이감이 풍부하게 느껴집니다. 갓 내린 에스프레소와 같은 향기로운 커피 의 맛과 레몬 껍질향이 감도는 달콤한 디저트 풍미가 매 력적으로 다가옵니다. 풍부하고 밸런스 있는 질감과 다 채로운 아로마는 긴 여운으로 이어지며 아델피만의 감각 적인 인상을 남깁니다."
422,Tomatin 18 yo,토마틴 18년,268000,"['과일향', '곡물향']","['잔류액향', '나무향', '과일향', '유황', '피트향']","['잔류액향', '나무향', '와인향', '유황']",싱글몰트,700ml,46%,스코틀랜드,"'토마틴 18년'은 호화로운 맛의 향연이 펼쳐지는 셰리 위 스키라고 할 수 있습니다. 전통적인 오크 캐스크에서 숙 성한 원액을 스페인 올로로소 셰리 버트에서 마무리했기 때문인데요. 달콤하고 부드러우며 강렬하기에, 혹자는 눈을 감고 명상하며 위스키를 즐기라고 말합니다. '토마틴 18년'은 셰리 위스키답게 말린 과일 향이 가득하 고요. 정향, 계피의 향과 함께 바닐라와 꿀, 초콜릿, 오렌 지, 스모키한 풍미까지 복합적인 맛을 느끼실 수 있습니 다. 셰리 위스키를 사랑하는 여러분께 강력하게 추천하 는 '토마틴 18년'입니다."
